Player,GP,MIN,PTS,FGA,FG%,3PA,3P%,REB,AST,TO,STL,BLK,Close FGA,Close FG%,Mid FGA,Mid FG%,Post_Ups,Drives,CS_3PA,CS_3P%,PP100Pos,AST %,REB %,USG %,Height,Pos,TEAM,Class
Buddy Hield: 2017,80.0,25.3,13.5,11.7,44.6,5.1,43.1,3.8,1.9,1.6,1.1,0.3,3.5,51.4,3.1,41.5,0.0,4.4,2.9,50.2,26.5,12.7,7.6,23.6,76.0,SG,SAC,4
Cameron Payne: 2017,25.0,23.3,8.8,8.6,40.5,3.6,38.5,2.8,4.5,1.4,1.0,0.4,3.8,44.7,1.2,33.3,0.0,6.2,1.4,44.4,18.2,29.4,5.6,18.3,75.0,PG,CHI,1
Caris LeVert: 2017,71.0,26.2,12.1,10.4,43.5,3.5,34.7,3.7,4.2,2.2,1.2,0.3,5.8,51.7,1.1,32.1,0.0,11.0,2.1,36.9,21.6,26.5,6.5,21.6,79.0,SF,BKN,1
Carmelo Anthony: 2017,78.0,32.1,16.2,15.0,40.4,6.1,35.7,5.8,1.3,1.3,0.6,0.6,3.0,53.3,5.9,39.3,3.6,1.7,4.8,37.3,24.4,6.1,8.8,22.3,80.0,PF,OKC,4
Chris Paul: 2017,58.0,31.8,18.6,13.8,46.0,6.5,38.0,5.4,7.9,2.2,1.7,0.2,4.1,51.2,3.1,53.9,1.3,11.7,1.0,41.1,28.5,38.9,8.6,24.1,72.0,PG,HOU,6
Damian Lillard: 2017,73.0,36.6,26.9,19.4,43.9,8.6,36.1,4.5,6.6,2.8,1.1,0.4,7.5,50.7,3.3,47.9,0.0,12.6,2.7,35.6,35.7,30.1,5.8,29.5,75.0,PG,POR,6
Danilo Gallinari: 2017,21.0,32.0,15.3,12.2,39.8,5.3,32.4,4.8,2.0,1.2,0.6,0.5,3.8,47.4,3.0,42.2,2.3,5.0,4.1,31.0,23.4,9.7,7.3,20.5,82.0,SF,LAC,4
DeMar DeRozan: 2017,80.0,33.9,23.0,17.7,45.6,3.6,31.0,3.9,5.2,2.2,1.1,0.3,7.7,55.8,6.3,42.5,1.2,16.3,2.1,34.8,32.7,24.5,5.7,28.6,79.0,SG,TOR,6
DeMarcus Cousins: 2017,48.0,36.2,25.2,18.0,47.0,6.1,35.4,12.9,5.4,5.0,1.6,1.6,10.1,56.4,1.9,33.3,7.5,9.3,5.3,36.4,33.3,24.1,18.3,31.8,83.0,C,NOP,2
Dennis Schroder: 2017,67.0,31.0,19.4,17.1,43.6,3.9,29.0,3.1,6.2,2.7,1.1,0.1,8.0,50.0,5.2,44.8,0.0,16.4,1.9,28.0,30.3,35.2,5.0,29.9,73.0,PG,ATL,6
Dennis Smith Jr: 2017,69.0,29.7,15.2,14.8,39.5,4.9,31.3,3.8,5.2,2.8,1.0,0.3,6.9,49.3,3.0,30.6,0.3,12.7,2.1,37.2,25.0,30.1,6.3,28.0,75.0,PG,DAL,6
Denzel Valentine: 2017,77.0,27.2,10.2,9.4,41.7,4.8,38.6,5.1,3.2,1.3,0.8,0.1,2.8,53.6,1.8,34.8,0.0,4.9,3.0,39.0,18.0,17.8,9.0,17.0,78.0,SG,CHI,0
Derrick Favors: 2017,77.0,28.0,12.3,9.1,56.3,0.8,22.2,7.2,1.3,1.1,0.7,1.1,6.5,66.2,1.8,35.2,1.8,0.2,0.8,21.7,21.7,7.5,13.3,18.1,82.0,C,UTA,5
Dwyane Wade: 2017,67.0,22.9,11.4,10.2,43.8,1.7,28.8,3.8,3.4,2.1,0.9,0.7,5.4,55.6,3.2,33.5,2.0,6.2,0.6,27.9,23.8,24.5,7.9,25.1,76.0,SG,MIA,1
Elfrid Payton: 2017,63.0,28.7,12.7,10.6,49.3,1.5,32.6,4.3,6.2,2.7,1.3,0.3,7.8,55.1,1.3,37.5,0.1,11.8,1.1,34.7,20.9,32.8,7.4,21.1,76.0,PG,PHX,1
Goran Dragic: 2017,75.0,31.7,17.3,14.3,45.0,4.0,37.0,4.1,4.8,2.2,0.8,0.2,7.2,52.8,3.1,36.9,0.2,14.6,2.6,41.1,26.8,24.5,6.4,25.0,75.0,PG,MIA,6
Hassan Whiteside: 2017,54.0,25.3,14.0,10.7,54.0,0.0,100.0,11.4,1.0,1.7,0.7,1.7,8.8,56.8,1.9,34.3,4.4,0.9,0.0,100.0,27.0,6.8,21.8,23.5,84.0,C,MIA,5
JJ Barea: 2017,69.0,23.2,11.6,10.0,43.9,4.5,36.7,2.9,6.3,2.1,0.5,0.0,4.0,55.0,1.4,39.2,0.0,9.5,1.7,51.3,24.5,42.6,6.4,24.3,72.0,PG,DAL,1
Jae Crowder: 2017,80.0,26.1,9.7,8.4,40.4,4.3,32.3,3.4,1.2,0.9,0.8,0.3,2.7,59.3,1.4,30.4,0.5,2.0,3.4,34.3,17.8,7.1,6.6,16.9,78.0,SF,UTA,0
James Harden: 2017,72.0,35.4,30.4,20.1,44.9,10.0,36.7,5.4,8.8,4.4,1.8,0.7,8.4,56.0,1.8,39.1,1.4,17.1,1.7,36.7,41.9,44.9,7.8,35.3,77.0,SG,HOU,6
Jeff Teague: 2017,70.0,33.0,14.2,11.3,44.6,3.3,36.8,3.0,7.0,2.5,1.5,0.3,6.4,50.0,1.7,39.7,0.1,14.0,1.2,40.7,21.0,29.8,4.6,20.1,74.0,PG,MIN,1
Jimmy Butler: 2017,59.0,36.7,22.2,15.6,47.4,3.4,35.0,5.3,4.9,1.8,2.0,0.4,7.2,59.7,5.0,38.6,2.6,12.1,1.8,38.9,30.2,20.4,7.5,24.5,80.0,SG,MIN,6
Joel Embiid: 2017,63.0,30.4,22.9,16.8,48.3,3.4,30.8,11.0,3.2,3.7,0.6,1.8,8.8,56.8,4.7,44.0,13.8,3.3,3.0,31.2,35.8,18.2,17.3,33.0,84.0,C,PHI,2
John Wall: 2017,41.0,34.4,19.4,16.3,42.0,4.1,37.1,3.7,9.6,3.9,1.4,1.1,7.1,54.9,5.1,28.1,0.2,15.4,2.0,43.8,26.9,42.5,5.3,28.1,76.0,PG,WAS,6
Jonathon Simmons: 2017,69.0,29.4,13.9,11.0,46.5,3.0,33.8,3.5,2.5,2.1,0.8,0.2,6.0,55.0,2.0,40.7,0.7,10.0,2.1,36.1,22.8,13.1,5.9,21.5,78.0,SG,ORL,4
Josh Hart: 2017,63.0,23.2,7.9,6.0,46.9,3.1,39.6,4.2,1.3,0.7,0.7,0.3,2.4,58.3,0.5,31.0,0.1,1.9,2.7,41.3,16.3,7.6,8.6,13.3,77.0,SG,LAL,0
Josh Jackson: 2017,77.0,25.4,13.1,12.1,41.7,2.8,26.3,4.6,1.5,1.9,1.0,0.5,7.0,48.6,2.3,37.7,0.2,6.5,2.2,28.2,24.1,10.5,8.3,25.3,80.0,SF,PHX,4
Karl-Anthony Towns: 2017,82.0,35.6,21.3,14.3,54.5,3.5,42.1,12.3,2.4,1.9,0.8,1.4,8.5,61.2,2.3,47.9,6.5,2.6,3.2,42.9,29.8,10.5,17.9,22.5,84.0,C,MIN,2
Kevin Durant: 2017,68.0,34.2,26.4,18.0,51.6,6.1,41.9,6.8,5.4,3.0,0.7,1.8,6.1,63.9,5.8,49.4,4.3,5.7,3.1,48.6,36.2,24.3,9.9,29.3,81.0,SF,GSW,2
Kevin Love: 2017,59.0,28.0,17.6,12.4,45.8,5.6,41.5,9.3,1.7,1.5,0.7,0.4,4.8,54.2,2.0,39.3,4.5,1.4,5.0,41.6,30.5,9.9,17.2,24.8,82.0,C,CLE,4
Kristaps Porzingis: 2017,48.0,32.4,22.7,18.5,43.9,4.8,39.5,6.6,1.2,1.9,0.8,2.4,7.1,49.3,6.8,40.2,8.0,2.5,4.4,41.6,34.4,6.3,9.8,30.5,87.0,PF,NYK,2
Kyle Korver: 2017,73.0,21.6,9.2,6.6,45.9,5.2,43.6,2.3,1.2,0.8,0.4,0.4,0.7,57.1,0.9,46.9,0.0,0.4,4.3,46.0,20.3,7.9,5.2,15.4,79.0,SG,CLE,0
LaMarcus Aldridge: 2017,75.0,33.4,23.1,18.0,51.0,1.2,29.3,8.5,2.0,1.5,0.6,1.2,9.4,59.6,7.4,42.5,13.9,1.4,1.1,29.6,35.0,11.1,12.7,28.8,83.0,C,SAS,2
Lance Stephenson: 2017,82.0,22.6,9.2,8.6,42.7,2.8,28.9,5.2,2.9,1.6,0.6,0.2,3.5,54.3,2.3,40.7,0.1,5.5,1.6,31.9,20.0,18.6,11.5,20.8,78.0,SG,IND,1
Lauri Markkanen: 2017,68.0,29.7,15.2,12.7,43.4,5.9,36.2,7.5,1.2,1.2,0.6,0.6,4.7,55.3,2.1,35.6,2.3,3.6,5.5,36.9,24.7,6.4,12.3,21.5,84.0,PF,CHI,4
LeBron James: 2017,82.0,36.9,27.5,19.3,54.2,5.0,36.7,8.6,9.1,4.2,1.4,0.9,10.7,67.3,3.7,38.9,4.4,11.7,1.2,40.6,36.0,43.2,11.9,31.0,80.0,PF,CLE,6
Luc Mbah a Moute: 2017,61.0,25.6,7.5,5.7,48.1,2.8,36.4,3.0,0.9,1.1,1.2,0.4,2.7,63.0,0.1,0.0,0.3,3.0,2.7,35.0,14.3,5.2,6.0,12.8,80.0,PF,HOU,0
Michael Kidd-Gilchrist: 2017,74.0,25.0,9.2,7.6,50.4,0.0,0.0,4.1,1.0,0.7,0.7,0.4,4.9,57.1,2.7,37.6,0.5,3.0,0.0,0.0,17.7,5.7,7.9,15.9,79.0,SF,CHA,3
Nikola Jokic: 2017,75.0,32.6,18.5,13.5,49.9,3.7,39.6,10.7,6.1,2.8,1.2,0.8,7.2,55.6,2.5,47.9,7.5,2.7,3.1,40.5,27.8,28.6,16.8,23.8,82.0,C,DEN,2
Nikola Vucevic: 2017,57.0,29.5,16.5,14.7,47.5,3.6,31.4,9.2,3.4,1.9,1.0,1.1,7.5,57.3,3.7,43.1,6.1,2.5,3.5,32.0,26.3,18.4,15.3,25.2,84.0,C,ORL,2
Pascal Siakam: 2017,80.0,20.7,7.2,6.1,50.7,1.6,22.5,4.5,2.0,0.8,0.8,0.5,4.3,62.8,0.2,30.8,0.3,3.2,1.6,22.4,17.1,13.4,11.0,15.4,81.0,PF,TOR,5
Paul George: 2017,79.0,36.6,21.9,17.0,43.0,7.7,40.1,5.7,3.3,2.7,2.0,0.5,5.4,53.7,3.8,33.2,1.0,8.9,5.3,41.0,29.0,14.3,7.6,24.8,81.0,SF,OKC,6
Rajon Rondo: 2017,65.0,26.2,8.3,7.6,46.8,2.3,33.3,4.0,8.2,2.3,1.1,0.2,4.4,56.8,0.9,36.2,0.1,7.9,1.5,31.0,14.6,40.6,7.4,16.4,73.0,PG,NOP,1
Serge Ibaka: 2017,76.0,27.5,12.6,10.3,48.3,3.9,36.0,6.3,0.8,1.2,0.4,1.3,3.8,60.5,2.6,49.8,1.1,3.3,3.6,36.6,22.0,4.4,11.2,18.9,82.0,PF,TOR,5
Stanley Johnson: 2017,69.0,27.4,8.7,8.1,37.5,3.4,28.6,3.7,1.6,1.1,1.4,0.2,3.2,46.9,1.6,36.1,0.4,4.1,2.8,31.6,15.6,8.6,6.5,16.1,79.0,SF,DET,0
Thabo Sefolosha: 2017,38.0,21.2,8.2,6.3,49.2,2.2,38.1,4.2,0.9,0.8,1.4,0.3,3.1,61.3,1.0,38.5,0.1,3.0,2.0,36.8,18.9,6.6,10.4,16.2,79.0,SF,UTA,0
Tim Hardaway Jr: 2017,57.0,33.1,17.5,15.0,42.1,7.2,31.7,3.9,2.7,1.6,1.1,0.2,5.4,53.7,2.5,45.7,0.0,5.2,4.7,34.2,25.6,12.3,5.7,22.9,78.0,SG,NYK,4
Willie Cauley-Stein: 2017,73.0,28.0,12.8,10.6,50.2,0.2,25.0,7.0,2.4,1.5,1.1,0.9,8.4,53.6,2.1,39.1,3.9,3.2,0.1,37.5,22.7,13.5,12.8,21.5,84.0,C,SAC,5
Zach LaVine: 2017,24.0,27.3,16.7,14.8,38.3,5.1,34.1,3.9,3.0,1.8,1.0,0.2,6.8,47.1,3.0,25.4,0.2,8.7,1.7,32.5,29.3,18.7,7.1,29.0,77.0,SG,CHI,4
Aaron Gordon: 2018,78.0,33.8,16.0,13.4,44.9,4.4,34.9,7.4,3.7,2.1,0.7,0.7,6.7,55.2,2.3,33.0,2.9,6.1,3.1,36.5,22.8,16.6,10.6,21.3,81.0,PF,ORL,4
Anthony Davis: 2018,56.0,33.0,25.9,18.3,51.7,2.6,33.1,12.0,3.9,2.0,1.6,2.4,11.6,61.2,4.2,35.5,7.0,3.8,2.2,37.7,36.3,18.6,17.0,28.8,82.0,C,NOP,2
Blake Griffin: 2018,75.0,35.0,24.5,17.9,46.2,7.0,36.2,7.5,5.4,3.4,0.7,0.4,9.5,56.8,1.4,26.4,8.4,8.0,2.5,37.6,34.1,26.8,10.5,29.6,82.0,PF,DET,2
Bobby Portis: 2018,50.0,26.0,14.2,12.6,44.4,3.8,39.3,8.1,1.4,1.5,0.7,0.4,6.7,50.7,2.1,35.9,3.7,2.4,3.5,38.4,25.7,8.5,15.4,24.1,83.0,PF,WAS,5
Bogdan Bogdanovic: 2018,70.0,27.8,14.1,12.3,41.8,5.3,36.0,3.5,3.8,1.7,1.0,0.2,4.9,49.0,2.1,41.1,0.8,8.0,3.2,40.0,23.7,19.9,5.8,22.0,78.0,SG,SAC,4
CJ McCollum: 2018,70.0,33.9,21.0,17.8,45.9,6.4,37.5,4.0,3.0,1.5,0.8,0.4,6.9,50.7,4.6,50.2,0.1,9.4,3.2,39.4,29.2,13.3,5.6,24.8,75.0,SG,POR,4
Caris LeVert: 2018,40.0,26.6,13.7,12.1,42.9,3.9,31.2,3.8,3.9,1.7,1.1,0.4,7.6,51.3,0.6,16.7,0.0,12.0,1.7,27.3,24.2,23.1,6.5,23.5,79.0,SF,BKN,1
Chris Paul: 2018,58.0,32.0,15.6,12.4,41.9,6.1,35.8,4.6,8.2,2.6,2.0,0.3,3.8,50.0,2.5,47.6,2.2,12.1,1.0,43.1,23.4,38.2,7.0,22.0,72.0,PG,HOU,6
Collin Sexton: 2018,82.0,31.8,16.7,14.7,43.0,3.6,40.2,2.9,3.0,2.3,0.5,0.1,6.6,47.0,4.5,39.2,0.1,10.8,1.7,44.3,25.6,15.4,4.5,24.7,74.0,PG,CLE,4
Damian Lillard: 2018,80.0,35.5,25.8,19.2,44.4,8.0,36.9,4.6,6.9,2.7,1.1,0.4,7.6,51.3,3.6,46.1,0.1,13.3,2.5,38.9,34.5,29.9,6.2,28.1,75.0,PG,POR,6
De'Aaron Fox: 2018,81.0,31.4,17.3,13.6,45.8,2.9,37.1,3.8,7.3,2.8,1.6,0.6,8.0,52.5,2.7,37.3,0.1,12.2,1.1,40.4,25.0,32.2,5.4,23.8,75.0,PG,SAC,6
DeMar DeRozan: 2018,77.0,34.9,21.2,17.1,48.1,0.6,15.6,6.0,6.2,2.6,1.1,0.5,9.2,56.5,7.2,40.5,2.4,18.7,0.4,21.2,29.7,27.7,8.5,27.7,79.0,SG,SAS,6
Deandre Ayton: 2018,71.0,30.7,16.3,12.3,58.5,0.1,0.0,10.3,1.8,1.8,0.9,0.9,9.0,65.6,3.2,39.9,5.8,0.4,0.0,0.0,25.2,9.4,16.9,21.0,85.0,C,PHX,3
Dennis Schroder: 2018,79.0,29.3,15.5,14.0,41.4,4.6,34.1,3.6,4.1,2.2,0.8,0.2,6.4,46.9,2.9,42.7,0.0,11.7,3.1,35.0,24.4,20.9,5.7,23.8,73.0,PG,OKC,1
Dennis Smith Jr: 2018,53.0,28.5,13.6,12.3,42.8,3.9,32.2,2.9,4.8,2.9,1.3,0.4,6.3,50.8,2.0,35.5,0.2,12.0,1.8,29.6,22.6,27.8,4.8,24.2,75.0,PG,NYK,1
Derrick White: 2018,67.0,25.8,9.9,8.1,47.9,2.1,33.8,3.7,3.9,1.4,1.0,0.7,4.4,54.5,1.6,47.7,0.0,8.6,1.6,33.0,18.7,20.6,7.2,17.8,76.0,PG,SAS,1
Devin Booker: 2018,64.0,35.0,26.6,19.6,46.7,6.5,32.6,4.1,6.8,4.1,0.9,0.2,8.6,58.1,4.6,44.9,1.3,13.9,2.7,37.6,35.6,32.7,5.8,32.0,78.0,SG,PHX,6
Domantas Sabonis: 2018,74.0,24.8,14.1,9.5,59.0,0.2,52.9,9.3,2.9,2.2,0.6,0.4,7.5,64.0,1.7,38.0,4.4,1.6,0.2,50.0,27.4,18.0,18.4,22.6,83.0,C,IND,5
Dwyane Wade: 2018,72.0,26.2,15.0,13.3,43.3,3.6,33.0,4.0,4.2,2.3,0.8,0.5,6.5,53.8,3.2,33.0,1.6,9.3,1.0,40.5,27.2,26.4,6.9,26.9,76.0,SG,MIA,1
Eric Gordon: 2018,68.0,31.7,16.2,13.8,40.9,8.8,36.0,2.2,1.9,1.3,0.6,0.4,4.6,50.0,0.3,40.0,0.1,7.4,6.6,38.3,24.6,9.0,3.3,21.5,76.0,SG,HOU,4
Evan Turner: 2018,73.0,22.0,6.8,6.1,46.0,0.7,21.2,4.5,3.9,1.6,0.5,0.2,3.6,52.8,1.7,46.0,1.8,4.0,0.6,22.2,14.7,24.2,9.6,15.8,79.0,PG,POR,1
Gary Harris: 2018,57.0,28.8,12.9,11.2,42.4,4.2,33.9,2.8,2.2,1.2,1.0,0.3,5.6,51.8,1.3,30.3,0.0,7.7,3.0,35.8,21.7,11.0,4.7,19.5,76.0,SG,DEN,4
Giannis Antetokounmpo: 2018,72.0,32.8,27.7,17.3,57.8,2.8,25.6,12.5,5.9,3.7,1.3,1.5,12.9,68.2,1.6,34.5,4.6,12.5,0.9,22.4,38.5,29.4,17.6,31.4,83.0,PF,MIL,2
Goran Dragic: 2018,36.0,27.5,13.7,12.0,41.3,4.6,34.8,3.1,4.8,2.0,0.8,0.1,6.0,48.3,1.6,32.1,0.1,11.0,2.8,37.4,23.3,25.9,5.2,22.4,75.0,PG,MIA,1
Hassan Whiteside: 2018,72.0,23.3,12.3,9.4,57.1,0.2,12.5,11.3,0.8,1.3,0.6,1.9,8.5,60.0,0.8,32.1,2.8,0.5,0.2,14.3,25.6,5.4,22.2,21.5,84.0,C,MIA,3
JJ Redick: 2018,76.0,31.3,18.1,13.5,44.0,8.0,39.7,2.4,2.7,1.3,0.4,0.2,1.8,55.6,3.7,48.0,0.0,2.3,4.7,42.4,26.3,12.9,3.6,20.9,76.0,SG,PHI,4
JaVale McGee: 2018,75.0,22.3,12.0,8.5,62.4,0.2,8.3,7.5,0.7,1.4,0.6,2.0,8.0,65.0,0.4,34.4,1.4,0.6,0.2,8.3,24.6,4.5,15.9,19.7,84.0,C,LAL,3
Jamal Murray: 2018,75.0,32.6,18.2,15.6,43.7,5.5,36.7,4.2,4.8,2.1,0.9,0.4,6.5,50.8,3.6,43.1,0.3,10.2,2.7,39.3,26.9,22.0,6.3,24.1,76.0,PG,DEN,6
James Harden: 2018,78.0,36.8,36.1,24.5,44.2,13.2,36.8,6.6,7.5,5.0,2.0,0.7,10.3,53.4,1.0,42.0,1.1,19.6,0.9,41.4,48.2,39.4,8.9,39.6,77.0,PG,HOU,6
Jaren Jackson Jr: 2018,58.0,26.1,13.8,10.2,50.6,2.4,35.9,4.7,1.1,1.7,0.9,1.4,7.2,56.9,0.5,29.6,4.6,2.1,2.2,36.7,26.3,7.4,9.0,23.1,83.0,PF,MEM,5
Jaylen Brown: 2018,74.0,25.9,13.0,10.7,46.5,3.7,34.4,4.2,1.4,1.3,0.9,0.4,5.6,57.1,1.4,38.6,1.2,5.1,3.3,34.3,23.8,7.9,7.7,21.5,79.0,SG,BOS,4
Jayson Tatum: 2018,79.0,31.1,15.7,13.1,45.0,3.9,37.3,6.0,2.1,1.5,1.1,0.7,5.7,54.4,3.5,36.6,1.5,5.6,2.5,39.4,24.1,9.8,9.3,21.8,80.0,SF,BOS,4
Jeff Teague: 2018,42.0,30.1,12.1,9.9,42.3,2.5,33.3,2.5,8.2,2.3,1.0,0.4,6.2,45.2,1.2,42.3,0.1,14.1,1.0,37.5,19.0,36.6,3.9,18.6,74.0,PG,MIN,1
Jeremy Lamb: 2018,79.0,28.5,15.3,12.4,44.0,4.2,34.8,5.5,2.2,1.0,1.1,0.4,6.3,49.2,1.9,46.7,0.1,8.5,2.8,38.5,25.8,11.9,9.1,22.0,77.0,SG,CHA,4
Joe Harris: 2018,76.0,30.2,13.7,9.8,50.0,5.1,47.4,3.8,2.4,1.6,0.5,0.2,4.4,52.3,0.4,45.2,0.0,7.0,4.2,48.1,21.2,11.4,6.0,16.7,78.0,SG,BKN,4
Joe Ingles: 2018,82.0,31.3,12.1,9.8,44.8,5.9,39.1,4.0,5.7,2.4,1.2,0.2,3.4,55.9,0.4,40.0,0.1,10.0,3.8,40.1,18.2,26.2,6.1,17.0,80.0,PF,UTA,1
Joel Embiid: 2018,64.0,33.7,27.5,18.7,48.4,4.1,30.0,13.6,3.7,3.5,0.7,1.9,11.0,59.1,3.6,36.1,10.2,4.8,3.3,31.1,37.7,18.5,19.1,32.7,84.0,C,PHI,2
John Collins: 2018,61.0,30.0,19.5,13.6,56.0,2.6,34.8,9.8,2.0,2.0,0.4,0.6,10.2,63.7,0.8,30.6,2.5,2.8,2.5,35.3,29.8,10.2,15.4,23.0,82.0,PF,ATL,5
Josh Jackson: 2018,79.0,25.2,11.5,10.6,41.3,2.8,32.4,4.4,2.3,2.2,0.9,0.7,6.2,45.2,1.6,38.5,0.2,7.0,2.1,35.8,21.5,14.2,8.4,23.4,80.0,SG,PHX,1
Josh Okogie: 2018,74.0,23.7,7.7,6.9,38.6,2.9,27.9,2.9,1.2,0.9,1.2,0.4,3.1,48.4,1.0,34.3,0.0,3.0,2.5,29.4,15.0,6.8,5.9,14.8,76.0,SG,MIN,0
Karl-Anthony Towns: 2018,77.0,33.0,24.4,17.1,51.8,4.6,40.0,12.4,3.4,3.1,0.9,1.6,10.0,60.0,2.4,39.9,12.9,3.6,4.0,41.1,35.1,16.9,17.6,28.0,84.0,C,MIN,2
Kawhi Leonard: 2018,60.0,34.0,26.6,18.8,49.6,5.0,37.1,7.3,3.3,2.0,1.8,0.4,8.3,60.2,5.5,45.9,4.0,13.6,2.5,40.8,37.4,15.9,10.6,30.0,79.0,SF,TOR,6
Kelly Olynyk: 2018,79.0,22.9,10.0,7.1,46.3,4.0,35.4,4.7,1.8,1.4,0.7,0.5,2.5,68.0,0.5,35.7,1.2,2.0,3.3,37.3,20.9,11.3,9.9,17.5,84.0,PF,MIA,5
Kelly Oubre Jr: 2018,69.0,28.0,15.2,12.2,44.5,4.9,32.0,4.7,1.2,1.5,1.2,0.9,6.5,53.8,0.8,46.4,0.1,6.0,3.9,31.1,25.0,6.7,8.0,22.3,79.0,SF,PHX,4
Kemba Walker: 2018,82.0,34.9,25.6,20.5,43.4,8.9,35.6,4.4,5.9,2.6,1.2,0.4,8.3,50.6,3.3,46.9,0.0,15.2,2.8,34.8,35.4,28.7,6.0,30.8,73.0,PG,CHA,6
Kevin Durant: 2018,78.0,34.6,26.0,17.7,52.1,5.0,35.3,6.4,5.9,2.9,0.7,1.1,6.8,63.2,5.9,55.1,6.3,7.5,2.2,40.8,34.9,25.1,8.8,28.3,81.0,SF,GSW,2
Kevin Love: 2018,22.0,27.2,17.0,12.9,38.5,6.7,36.1,10.9,2.2,1.9,0.3,0.2,4.3,46.5,1.9,26.2,5.6,1.9,5.2,31.3,30.0,12.5,19.3,25.9,82.0,PF,CLE,4
Klay Thompson: 2018,78.0,34.0,21.5,18.0,46.7,7.7,40.2,3.8,2.4,1.5,1.1,0.6,4.6,58.7,5.7,45.3,1.3,4.4,6.1,40.5,29.7,10.3,5.5,25.4,79.0,SG,GSW,4
Kris Dunn: 2018,46.0,30.2,11.3,11.0,42.5,2.1,35.4,4.1,6.0,2.3,1.5,0.5,6.3,47.6,2.6,38.1,0.5,11.7,1.3,28.8,18.0,29.0,6.6,19.8,76.0,PG,CHI,1
Kyle Kuzma: 2018,70.0,33.1,18.7,15.5,45.6,6.0,30.3,5.5,2.5,1.9,0.6,0.4,8.1,58.0,1.4,39.4,2.1,6.0,5.0,31.7,25.9,11.3,7.7,23.3,81.0,PF,LAL,4
Langston Galloway: 2018,80.0,21.8,8.4,7.3,38.8,4.8,35.5,2.1,1.1,0.3,0.5,0.1,1.7,41.2,1.0,44.7,0.0,2.1,4.4,35.0,18.4,7.2,4.7,15.3,74.0,SG,DET,0
Lauri Markkanen: 2018,52.0,32.3,18.7,15.3,43.0,6.4,36.1,9.0,1.4,1.6,0.7,0.6,6.9,52.2,2.0,33.7,2.5,6.0,5.8,36.5,28.0,7.0,13.8,24.5,84.0,PF,CHI,4
Lonzo Ball: 2018,47.0,30.3,9.9,9.7,40.6,4.9,32.9,5.3,5.4,2.2,1.5,0.4,4.2,50.0,0.7,35.5,0.5,5.0,3.2,31.8,15.0,23.6,8.1,16.7,78.0,PG,LAL,1
Luka Doncic: 2018,72.0,32.2,21.2,16.5,42.7,7.1,32.7,7.8,6.0,3.4,1.1,0.3,7.5,53.3,1.8,38.3,1.7,14.7,1.8,37.4,31.2,31.7,11.7,29.6,79.0,SG,DAL,6
Marcus Smart: 2018,80.0,27.5,8.9,7.1,42.2,4.3,36.4,2.9,4.0,1.5,1.8,0.4,2.3,52.2,0.5,36.6,1.0,3.5,3.2,38.7,15.3,19.0,5.1,14.4,76.0,SG,BOS,1
Markelle Fultz: 2018,19.0,22.5,8.2,8.2,41.9,0.7,28.6,3.7,3.1,1.3,0.9,0.3,5.3,50.9,2.2,24.4,0.2,7.4,0.6,18.2,16.7,21.2,7.3,18.9,76.0,SG,ORL,1
Mitchell Robinson: 2018,66.0,20.6,7.3,4.4,69.4,0.0,0.0,6.4,0.6,0.5,0.8,2.4,4.4,70.5,0.0,33.3,0.4,0.0,0.0,0.0,17.0,4.2,14.4,11.9,85.0,C,NYK,3
Myles Turner: 2018,74.0,28.6,13.3,10.5,48.7,2.6,38.8,7.2,1.6,1.4,0.8,2.7,4.6,58.7,3.3,41.2,2.3,0.7,2.5,37.3,22.6,8.3,12.3,19.9,83.0,C,IND,5
Nikola Jokic: 2018,80.0,31.3,20.1,15.1,51.1,3.4,30.7,10.8,7.3,3.1,1.4,0.7,9.8,60.2,1.9,40.3,7.7,3.7,2.9,31.6,31.2,36.1,16.9,27.1,84.0,C,DEN,2
Nikola Mirotic: 2018,46.0,27.1,15.2,11.8,43.9,6.9,36.5,7.4,1.2,1.0,0.7,0.7,3.3,63.6,1.5,35.7,1.7,1.2,5.8,38.2,25.1,6.1,12.3,20.6,82.0,PF,MIL,4
Nikola Vucevic: 2018,80.0,31.4,20.8,16.9,51.8,2.9,36.4,12.0,3.8,2.0,1.0,1.1,10.4,58.7,3.6,43.6,9.2,2.3,2.7,36.2,32.1,20.8,18.8,27.6,84.0,C,ORL,2
Rodney McGruder: 2018,66.0,23.5,7.6,7.0,40.3,3.4,35.1,3.6,1.7,1.0,0.5,0.2,3.3,45.5,0.3,33.3,0.0,4.8,2.9,36.1,15.5,10.3,7.0,14.7,76.0,SG,LAC,0
Rudy Gay: 2018,69.0,26.7,13.7,10.8,50.4,2.7,40.2,6.8,2.6,1.7,0.8,0.5,5.1,54.9,3.0,52.2,2.4,4.8,2.2,39.2,24.7,14.5,12.5,21.6,80.0,PF,SAS,5
Russell Westbrook: 2018,73.0,36.0,22.9,20.2,42.8,5.6,29.0,11.1,10.7,4.5,1.9,0.5,9.7,56.7,4.9,31.8,1.8,18.4,2.3,32.1,29.1,44.0,14.1,30.1,75.0,PG,OKC,6
Stephen Curry: 2018,69.0,33.8,27.3,19.4,47.2,11.7,43.7,5.3,5.2,2.8,1.3,0.4,4.8,58.3,2.8,43.4,0.3,7.7,6.7,44.6,37.2,22.5,7.5,29.2,75.0,PG,GSW,6
